panel,piece_count,beat_fmeasure,beat_cmlt,beat_amlt,downbeat_fmeasure,downbeat_cmlt,downbeat_amlt
smc_fold0,27,0.6502497771278297,0.6031252961411672,0.7212584700548198,nan,nan,nan
gtzan_final1,993,0.8948580842013736,0.8055241089747935,0.8986722530578288,0.7842041279731435,0.6789836811441256,0.7893379478375557
