piece,dataset,fold,beat_fmeasure,beat_cmlt,beat_amlt,downbeat_fmeasure,downbeat_cmlt,downbeat_amlt
asap/Bach_Fugue_bwv_862_Song04M/track.npy,asap,0,0.9888475836431226,0.9851851851851852,0.9851851851851852,0.42000000000000004,0.0,0.5970149253731343
asap/Bach_Fugue_bwv_863_LeeN01M/track.npy,asap,0,0.9935064935064934,0.9741935483870968,0.9741935483870968,0.6608695652173913,0.013157894736842105,0.948051948051948
asap/Bach_Fugue_bwv_863_Shychko01M/track.npy,asap,0,0.9968051118210862,0.9872611464968153,0.9872611464968153,0.5739130434782609,0.0,0.8441558441558441
asap/Bach_Fugue_bwv_863_TongB01M/track.npy,asap,0,0.9968051118210862,0.9872611464968153,0.9872611464968153,0.6608695652173913,0.0,0.974025974025974
asap/Bach_Fugue_bwv_868_GonzalezJ05M/track.npy,asap,0,0.9333333333333332,0.8828125,0.8828125,0.631578947368421,0.0,0.9682539682539683
asap/Bach_Fugue_bwv_873_Lisiecki13M/track.npy,asap,0,0.9888475836431226,0.9703703703703703,0.9703703703703703,0.6633165829145728,0.007575757575757576,0.9699248120300752
asap/Bach_Fugue_bwv_888_ZhaoK01M/track.npy,asap,0,0.7407407407407407,0.6727272727272727,0.6727272727272727,0.4871794871794871,0.0,0.75
asap/Bach_Prelude_bwv_867_HuNY01M/track.npy,asap,0,0.7999999999999999,0.38345864661654133,0.38345864661654133,0.40476190476190477,0.0,0.2786885245901639
asap/Bach_Prelude_bwv_867_Sham01M/track.npy,asap,0,0.7878787878787878,0.34532374100719426,0.43169398907103823,0.525,0.017543859649122806,0.45614035087719296
asap/Bach_Prelude_bwv_868_GonzalezJ05M/track.npy,asap,0,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.6538461538461539,0.0,0.9428571428571428
asap/Bach_Prelude_bwv_880_LeungR01M/track.npy,asap,0,1.0,1.0,1.0,0.6923076923076923,0.4418604651162791,0.4418604651162791
asap/Bach_Prelude_bwv_880_WangA04M/track.npy,asap,0,0.9361702127659575,0.9107981220657277,0.9107981220657277,0.7894736842105263,0.6097560975609756,0.6097560975609756
asap/Bach_Prelude_bwv_891_BLINOV04M/track.npy,asap,0,0.934984520123839,0.9012345679012346,0.9012345679012346,0.9565217391304348,0.9876543209876543,0.9876543209876543
asap/Bach_Prelude_bwv_891_Duepree06M/track.npy,asap,0,0.9467084639498432,0.8875,0.8875,0.8961038961038962,0.8,0.8
asap/Beethoven_Piano_Sonatas_17-1_KaszoS09M/track.npy,asap,0,0.6350474288567148,0.059008654602675056,0.6325136612021858,0.5567375886524822,0.2830188679245283,0.2830188679245283
asap/Beethoven_Piano_Sonatas_17-1_no_repeat_GuoE02M/track.npy,asap,0,0.6325648414985591,0.058693244739756366,0.6783505154639176,0.5756097560975609,0.2831858407079646,0.2831858407079646
asap/Beethoven_Piano_Sonatas_17-1_no_repeat_KabuliL02M/track.npy,asap,0,0.6757865937072504,0.150609080841639,0.5152057245080501,0.5255474452554745,0.23893805309734514,0.23893805309734514
asap/Beethoven_Piano_Sonatas_17-1_no_repeat_Richardson02M/track.npy,asap,0,0.6320819112627987,0.06762749445676275,0.5488454706927176,0.47457627118644063,0.2168141592920354,0.2168141592920354
asap/Beethoven_Piano_Sonatas_17-1_no_repeat_TuanS02M/track.npy,asap,0,0.6412005457025921,0.08416389811738649,0.6092362344582594,0.5522388059701493,0.2743362831858407,0.2743362831858407
asap/Beethoven_Piano_Sonatas_17-1_no_repeat_WangH03M/track.npy,asap,0,0.6488439306358382,0.058758314855875834,0.7033195020746889,0.5980861244019139,0.34513274336283184,0.34513274336283184
