panel,left,right,metric,piece_count,mean_difference,ci95_low,ci95_high,bootstrap_probability_gt_zero,repetitions,seed
bt_gtzan_seed0,casm_full,no_safeguard,beat_amlt,993,-0.001693875335494696,-0.005305183018926796,0.0017124737710117542,0.1744,5000,20260904
bt_gtzan_seed0,casm_full,plpdp,beat_fmeasure,993,0.0013113643663968627,-0.0016252745699817583,0.004378943740503434,0.8108,5000,20260904
bt_gtzan_seed0,casm_full,plpdp,beat_cmlt,993,0.001119530881951582,-0.00693839329388735,0.009272104021230498,0.61,5000,20260904
bt_gtzan_seed0,casm_full,plpdp,beat_amlt,993,0.0014808336027407852,-0.004303250620504201,0.007159821129239051,0.6868,5000,20260904
bt_gtzan_seed0,dbn_matched_30_300,dbn_default,beat_fmeasure,993,0.005402895057949717,0.001165937886798361,0.009776243682652064,0.9948,5000,20260904
bt_gtzan_seed0,dbn_matched_30_300,dbn_default,beat_cmlt,993,0.0012713179375322423,-0.00832031180689397,0.011167332797332266,0.599,5000,20260904
bt_gtzan_seed0,dbn_matched_30_300,dbn_default,beat_amlt,993,0.00741713977405864,0.00038584000173335216,0.014771069588740152,0.9812,5000,20260904
mscnn_gtzan,casm_full,direct,beat_fmeasure,993,0.0033071558083845524,0.001838313024324623,0.004754203872085125,1.0,5000,20260904
mscnn_gtzan,casm_full,direct,beat_cmlt,993,0.015131182503650803,0.010978126483494438,0.01928303024048944,1.0,5000,20260904
mscnn_gtzan,casm_full,direct,beat_amlt,993,0.023415450579659887,0.01910473676657626,0.02769673224426617,1.0,5000,20260904
mscnn_gtzan,casm_full,local_target_fixed,beat_fmeasure,993,-0.0003749308363604498,-0.0018048235416764234,0.001047221287607228,0.301,5000,20260904
mscnn_gtzan,casm_full,local_target_fixed,beat_cmlt,993,0.004764083386384289,0.0016298264020039104,0.007973805222462202,0.9992,5000,20260904
mscnn_gtzan,casm_full,local_target_fixed,beat_amlt,993,0.006757035892546711,0.003419470212496947,0.010100884973263866,1.0,5000,20260904
mscnn_gtzan,casm_full,strength_only,beat_fmeasure,993,-0.0010392417115832845,-0.0024141471469853546,0.00028186036994194116,0.0582,5000,20260904
mscnn_gtzan,casm_full,strength_only,beat_cmlt,993,0.00024021684925952983,-0.0028165201953810446,0.0032596418519973704,0.5578,5000,20260904
mscnn_gtzan,casm_full,strength_only,beat_amlt,993,-0.0008239166404099038,-0.0041183210183591045,0.0024318417829253774,0.3086,5000,20260904
mscnn_gtzan,casm_full,width_only,beat_fmeasure,993,-0.0008377351879143404,-0.0021129108456302147,0.00041070746555145883,0.0938,5000,20260904
mscnn_gtzan,casm_full,width_only,beat_cmlt,993,0.001005138607759145,-0.002038007617447648,0.003998321423557461,0.7406,5000,20260904
mscnn_gtzan,casm_full,width_only,beat_amlt,993,0.00031111977747523675,-0.0029143170440838364,0.0035941124252198225,0.584,5000,20260904
mscnn_gtzan,casm_full,one_sided,beat_fmeasure,993,-0.00014083776488363212,-0.0005705912058504074,0.00025611379124422626,0.2498,5000,20260904
mscnn_gtzan,casm_full,one_sided,beat_cmlt,993,0.0002391103542090539,-0.0004839032157218212,0.000953519109214697,0.7424,5000,20260904
mscnn_gtzan,casm_full,one_sided,beat_amlt,993,9.330114291028187e-05,-0.0005713747135795975,0.0007694108258881597,0.6184,5000,20260904
mscnn_gtzan,casm_full,no_safeguard,beat_fmeasure,993,-0.002511396634211587,-0.004916572365527154,-0.00022741808533151194,0.0168,5000,20260904
mscnn_gtzan,casm_full,no_safeguard,beat_cmlt,993,-0.014278122180824752,-0.020352223703264442,-0.008320048318101233,0.0,5000,20260904
mscnn_gtzan,casm_full,no_safeguard,beat_amlt,993,-0.021998383263390046,-0.028100664354568365,-0.016208110296880383,0.0,5000,20260904
mscnn_gtzan,casm_full,plpdp,beat_fmeasure,993,-0.0033606625155872477,-0.006932956729516966,0.00016497928362878283,0.0304,5000,20260904
mscnn_gtzan,casm_full,plpdp,beat_cmlt,993,-0.01606381963840052,-0.02531717595652289,-0.0066205688525636346,0.0002,5000,20260904
mscnn_gtzan,casm_full,plpdp,beat_amlt,993,-0.0018685320954800677,-0.011119534371926509,0.007292949650011725,0.3468,5000,20260904
mscnn_gtzan,dbn_matched_30_300,dbn_default,beat_fmeasure,993,-0.01025451236436872,-0.014632882486095521,-0.006043429472436624,0.0,5000,20260904
mscnn_gtzan,dbn_matched_30_300,dbn_default,beat_cmlt,993,-0.019575300340144233,-0.028844517847919558,-0.01066267613102121,0.0,5000,20260904
mscnn_gtzan,dbn_matched_30_300,dbn_default,beat_amlt,993,-0.016741943082855808,-0.025684411323827976,-0.00840715885689516,0.0,5000,20260904
