label,family,tuning_size,tuning_folds,selected_candidate_hash,configuration_hash,smc_piece_count,gtzan_piece_count,smc_beat_fmeasure,smc_beat_cmlt,smc_beat_amlt,gtzan_beat_fmeasure,gtzan_beat_cmlt,gtzan_beat_amlt,gtzan_downbeat_fmeasure,gtzan_downbeat_cmlt,gtzan_downbeat_amlt
2f_1_4,exhaustive_2f,2,"1,4",252f7adc4993a27ce00bdc1dad7e2b3f27228ec9dc04b8980d8c60817d32a6e4,c7c810f48e59b3ec70d519087706ab5c38f4152cc186018061a79ea33df16adf,27,993,0.6565362570515766,0.6339394620066886,0.753973703150458,0.8957508114420606,0.8121128238700501,0.9066666692227409,0.7926689107416671,0.7175564946606068,0.8549433123189195
2f_1_5,exhaustive_2f,2,"1,5",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
2f_1_6,exhaustive_2f,2,"1,6",93f40ad87602ae68d84c6d1d72e307c27a67cc94d2b508f619f3376df08ae7de,c3311ff6a0bfa0d0344838fdc923b7627ccbe32332a2fb9f17664c2804eca22a,27,993,0.6576139596187013,0.6292443559606539,0.7589673472276187,0.8953434153195664,0.810632483679285,0.9055207788131414,0.7908669649274853,0.7147934068928179,0.8525365103160152
2f_1_7,exhaustive_2f,2,"1,7",23b5f1823e5c92dd3ec1d1c93bb609620bfc6eb184ba4c67b0f3228c5d0ba596,0d3473d4d588f2d3cae869e1ea886b7b80aae15ba82871f3e6f07792fd0c7c90,27,993,0.6548501152918403,0.6227029255317396,0.7522836495190816,0.8957636068908885,0.8095328069458099,0.903671427223753,0.7934423093606529,0.7165101388188545,0.850844527608186
2f_2_3,exhaustive_2f,2,"2,3",99a99862abea8248ce12c6486ece9d222829d4a0d87a1451f542fa7d8536855e,5be2d0f5c6f59da2a378d4c9f53cb7e42ffc45707af8b8a1380bee87e190e748,27,993,0.6554164710929022,0.6227786947252558,0.7521592382813518,0.8956930001643602,0.8095486226565658,0.9033610179482652,0.7925783674620172,0.7157154842456909,0.8509708787315057
2f_2_4,exhaustive_2f,2,"2,4",251c96b23223b2e4ddef7f4ab85592663a1c27fcd6d62b1a5d1ef5625ed01f71,2073469055e486de2f8af10a41fae09cdded01a8f4dd2d8a68eb4d84d8f6baed,27,993,0.6578228150907146,0.6292706980922591,0.7586512416483552,0.8953382711927913,0.8108148021461277,0.9055521213597609,0.7916081954341583,0.7154640975248167,0.8530363196026614
2f_2_5,exhaustive_2f,2,"2,5",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
2f_2_6,exhaustive_2f,2,"2,6",99a99862abea8248ce12c6486ece9d222829d4a0d87a1451f542fa7d8536855e,5be2d0f5c6f59da2a378d4c9f53cb7e42ffc45707af8b8a1380bee87e190e748,27,993,0.6554164710929022,0.6227786947252558,0.7521592382813518,0.8956930001643602,0.8095486226565658,0.9033610179482652,0.7925783674620172,0.7157154842456909,0.8509708787315057
2f_2_7,exhaustive_2f,2,"2,7",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
2f_3_4,exhaustive_2f,2,"3,4",8178e190c878986ab60533dcb2f17871f6b125943ba9905e572163eb9d2aefd3,25b411a7ecc93c5128004b996636c5c5c825f4d6f97d31a087aa3a92cbc2a862,27,993,0.659641179567307,0.6290806122566239,0.7551219040293977,0.8953632529838381,0.8107395861466845,0.905242179125195,0.7921349922567594,0.7162381004607494,0.8528648713067262
2f_3_5,exhaustive_2f,2,"3,5",5449db395c98788f75d1c9169835e8deeff5c25cc7da68199a488f9e66217a64,4e9ba38be773530116ff8b1598997555fbeacc91f43f1a2be404c31459e18b7a,27,993,0.6546450277165289,0.6210296997082069,0.7507526909751717,0.8956872201969621,0.8095743525446664,0.9034914785044663,0.7922963726538383,0.7150764808399519,0.8514315974924428
2f_3_6,exhaustive_2f,2,"3,6",02e78e97b3575ed22c4a68dcfc81f511bc3633ac348bf19828f51f4ed80f53aa,673f7dc9aab24d385aa78d96e59613dfdf3d08df31f4868f8e134d82204409b6,27,993,0.6572348355694945,0.6225886088896205,0.7486299006623943,0.8957005393548882,0.8095330706930711,0.9035358566279889,0.7927555747632306,0.7156805387445415,0.8509614432665292
2f_3_7,exhaustive_2f,2,"3,7",7a6aba9a9710b7cc52f1eba4edef3d1aa0afd518424c40b247cfcac11019a45e,5519094f60e05f3aee778df38f34a857b7c190401a0d393b23d421fa75c5c63a,27,993,0.6526040074574971,0.6187564363501704,0.7506427027289106,0.8954041823000443,0.8084167467440858,0.9027643369800193,0.7924656534438982,0.7148018097906537,0.8507326091130837
2f_4_5,exhaustive_2f,2,"4,5",5449db395c98788f75d1c9169835e8deeff5c25cc7da68199a488f9e66217a64,4e9ba38be773530116ff8b1598997555fbeacc91f43f1a2be404c31459e18b7a,27,993,0.6546450277165289,0.6210296997082069,0.7507526909751717,0.8956872201969621,0.8095743525446664,0.9034914785044663,0.7922963726538383,0.7150764808399519,0.8514315974924428
2f_4_6,exhaustive_2f,2,"4,6",c5604f9b5a1cb968d28c2e21cb202ab2c9da28b89eb19f009022a06dbace3ff4,69cd1386ff5460a91f794f8f07ea90751e12725dce4c017d081451cbfaf13ce3,27,993,0.660203767471667,0.6308032651420675,0.7568445569148413,0.895366647719072,0.8107182333464354,0.9052070311284334,0.7921956972520062,0.7162381004607494,0.8529961320120051
2f_4_7,exhaustive_2f,2,"4,7",e2069de93ca8cce0012ba616e6cfa21a465e0459854a4cce9c830dff33f8a251,de8e142b9108a1ebcfebbc9da390cfda05da6a0a162b0197f7c42315b4639576,27,993,0.6530059996560439,0.6185324220132529,0.7518374458591376,0.8956031933151589,0.8085693579146688,0.9026661081395093,0.7925425369643347,0.7146825257174491,0.850754858734776
2f_5_6,exhaustive_2f,2,"5,6",5449db395c98788f75d1c9169835e8deeff5c25cc7da68199a488f9e66217a64,4e9ba38be773530116ff8b1598997555fbeacc91f43f1a2be404c31459e18b7a,27,993,0.6546450277165289,0.6210296997082069,0.7507526909751717,0.8956872201969621,0.8095743525446664,0.9034914785044663,0.7922963726538383,0.7150764808399519,0.8514315974924428
2f_5_7,exhaustive_2f,2,"5,7",88936ef9e12e27c5ca919d5ae37462e628a6134dfefea3c7dcf8b4ef7df24ca9,744583df41e43250eacd9d5f391443ab5914baf9b4818785232c3919fad89c63,27,993,0.6510471153680888,0.6093746959817649,0.735918363722578,0.895108186326277,0.806678240952303,0.9001469537550875,0.7899581060517613,0.7133574749084342,0.8469195487408449
2f_6_7,exhaustive_2f,2,"6,7",107118148c1b1acced3662a494a4ae9524e458ca4615e0179c1d8fe4e57447af,7e083ba383e5677e275aa1395fa9f61188cda7b993f56886b3f853a850c099de,27,993,0.6565362570515766,0.6339394620066886,0.753973703150458,0.8956113437750838,0.8111133353206003,0.9057963732152784,0.792404348856275,0.7171768679519688,0.8526010504373964
4f_1_2_3_4,exhaustive_4f,4,"1,2,3,4",251c96b23223b2e4ddef7f4ab85592663a1c27fcd6d62b1a5d1ef5625ed01f71,2073469055e486de2f8af10a41fae09cdded01a8f4dd2d8a68eb4d84d8f6baed,27,993,0.6578228150907146,0.6292706980922591,0.7586512416483552,0.8953382711927913,0.8108148021461277,0.9055521213597609,0.7916081954341583,0.7154640975248167,0.8530363196026614
4f_1_2_3_5,exhaustive_4f,4,"1,2,3,5",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
4f_1_2_3_6,exhaustive_4f,4,"1,2,3,6",99a99862abea8248ce12c6486ece9d222829d4a0d87a1451f542fa7d8536855e,5be2d0f5c6f59da2a378d4c9f53cb7e42ffc45707af8b8a1380bee87e190e748,27,993,0.6554164710929022,0.6227786947252558,0.7521592382813518,0.8956930001643602,0.8095486226565658,0.9033610179482652,0.7925783674620172,0.7157154842456909,0.8509708787315057
4f_1_2_3_7,exhaustive_4f,4,"1,2,3,7",251c96b23223b2e4ddef7f4ab85592663a1c27fcd6d62b1a5d1ef5625ed01f71,2073469055e486de2f8af10a41fae09cdded01a8f4dd2d8a68eb4d84d8f6baed,27,993,0.6578228150907146,0.6292706980922591,0.7586512416483552,0.8953382711927913,0.8108148021461277,0.9055521213597609,0.7916081954341583,0.7154640975248167,0.8530363196026614
4f_1_2_4_5,exhaustive_4f,4,"1,2,4,5",93f40ad87602ae68d84c6d1d72e307c27a67cc94d2b508f619f3376df08ae7de,c3311ff6a0bfa0d0344838fdc923b7627ccbe32332a2fb9f17664c2804eca22a,27,993,0.6576139596187013,0.6292443559606539,0.7589673472276187,0.8953434153195664,0.810632483679285,0.9055207788131414,0.7908669649274853,0.7147934068928179,0.8525365103160152
4f_1_2_4_6,exhaustive_4f,4,"1,2,4,6",93f40ad87602ae68d84c6d1d72e307c27a67cc94d2b508f619f3376df08ae7de,c3311ff6a0bfa0d0344838fdc923b7627ccbe32332a2fb9f17664c2804eca22a,27,993,0.6576139596187013,0.6292443559606539,0.7589673472276187,0.8953434153195664,0.810632483679285,0.9055207788131414,0.7908669649274853,0.7147934068928179,0.8525365103160152
4f_1_2_4_7,exhaustive_4f,4,"1,2,4,7",b7b84e5dac4f1104b8bcfbde183e511b6587341f422ef4fc62519f7d1fdd4b92,208fa44525b94fbd1beeec3b12f42516a4c0e0522802dc09ca4e9b464468de49,27,993,0.6575466402677466,0.63351580927082,0.7509602858163552,0.8955556561577414,0.8111907372709228,0.9054436295803256,0.7920792996844752,0.7162557457389255,0.8525247744718293
4f_1_2_5_6,exhaustive_4f,4,"1,2,5,6",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
4f_1_2_5_7,exhaustive_4f,4,"1,2,5,7",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
4f_1_2_6_7,exhaustive_4f,4,"1,2,6,7",251c96b23223b2e4ddef7f4ab85592663a1c27fcd6d62b1a5d1ef5625ed01f71,2073469055e486de2f8af10a41fae09cdded01a8f4dd2d8a68eb4d84d8f6baed,27,993,0.6578228150907146,0.6292706980922591,0.7586512416483552,0.8953382711927913,0.8108148021461277,0.9055521213597609,0.7916081954341583,0.7154640975248167,0.8530363196026614
4f_1_3_4_5,exhaustive_4f,4,"1,3,4,5",93f40ad87602ae68d84c6d1d72e307c27a67cc94d2b508f619f3376df08ae7de,c3311ff6a0bfa0d0344838fdc923b7627ccbe32332a2fb9f17664c2804eca22a,27,993,0.6576139596187013,0.6292443559606539,0.7589673472276187,0.8953434153195664,0.810632483679285,0.9055207788131414,0.7908669649274853,0.7147934068928179,0.8525365103160152
4f_1_3_4_6,exhaustive_4f,4,"1,3,4,6",d28a24d9ef5e8c97ba73ec5991d45021b1022f67c2d4183c7f718dbaf2eb1f73,d0ed05c63db80268a7461a3dafc749584859a654e4a268777bcb54a3d278f412,27,993,0.6615450915113795,0.6373576523994922,0.7538524613286931,0.8955326339865982,0.8113331434241707,0.90652981818127,0.792110814759561,0.7155017924928996,0.8558930643515574
4f_1_3_4_7,exhaustive_4f,4,"1,3,4,7",252f7adc4993a27ce00bdc1dad7e2b3f27228ec9dc04b8980d8c60817d32a6e4,c7c810f48e59b3ec70d519087706ab5c38f4152cc186018061a79ea33df16adf,27,993,0.6565362570515766,0.6339394620066886,0.753973703150458,0.8957508114420606,0.8121128238700501,0.9066666692227409,0.7926689107416671,0.7175564946606068,0.8549433123189195
4f_1_3_5_6,exhaustive_4f,4,"1,3,5,6",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
4f_1_3_5_7,exhaustive_4f,4,"1,3,5,7",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
4f_1_3_6_7,exhaustive_4f,4,"1,3,6,7",8178e190c878986ab60533dcb2f17871f6b125943ba9905e572163eb9d2aefd3,25b411a7ecc93c5128004b996636c5c5c825f4d6f97d31a087aa3a92cbc2a862,27,993,0.659641179567307,0.6290806122566239,0.7551219040293977,0.8953632529838381,0.8107395861466845,0.905242179125195,0.7921349922567594,0.7162381004607494,0.8528648713067262
4f_1_4_5_6,exhaustive_4f,4,"1,4,5,6",f5d30ffcfb9ba054e4c9f5495b055ed41b21bda8e5033f95c1133bce1c90370c,a2e8fc48d599c883382c925ddedfd314d05386a214565e1631ba704873169bda,27,993,0.6597848051630407,0.6378206852917001,0.7579971937150923,0.8955187453251522,0.8112012958750165,0.9067939894407543,0.7909499455995277,0.7143215988383258,0.8545015481767394
4f_1_4_5_7,exhaustive_4f,4,"1,4,5,7",93f40ad87602ae68d84c6d1d72e307c27a67cc94d2b508f619f3376df08ae7de,c3311ff6a0bfa0d0344838fdc923b7627ccbe32332a2fb9f17664c2804eca22a,27,993,0.6576139596187013,0.6292443559606539,0.7589673472276187,0.8953434153195664,0.810632483679285,0.9055207788131414,0.7908669649274853,0.7147934068928179,0.8525365103160152
4f_1_4_6_7,exhaustive_4f,4,"1,4,6,7",c5604f9b5a1cb968d28c2e21cb202ab2c9da28b89eb19f009022a06dbace3ff4,69cd1386ff5460a91f794f8f07ea90751e12725dce4c017d081451cbfaf13ce3,27,993,0.660203767471667,0.6308032651420675,0.7568445569148413,0.895366647719072,0.8107182333464354,0.9052070311284334,0.7921956972520062,0.7162381004607494,0.8529961320120051
4f_1_5_6_7,exhaustive_4f,4,"1,5,6,7",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
4f_2_3_4_5,exhaustive_4f,4,"2,3,4,5",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
4f_2_3_4_6,exhaustive_4f,4,"2,3,4,6",8178e190c878986ab60533dcb2f17871f6b125943ba9905e572163eb9d2aefd3,25b411a7ecc93c5128004b996636c5c5c825f4d6f97d31a087aa3a92cbc2a862,27,993,0.659641179567307,0.6290806122566239,0.7551219040293977,0.8953632529838381,0.8107395861466845,0.905242179125195,0.7921349922567594,0.7162381004607494,0.8528648713067262
4f_2_3_4_7,exhaustive_4f,4,"2,3,4,7",8178e190c878986ab60533dcb2f17871f6b125943ba9905e572163eb9d2aefd3,25b411a7ecc93c5128004b996636c5c5c825f4d6f97d31a087aa3a92cbc2a862,27,993,0.659641179567307,0.6290806122566239,0.7551219040293977,0.8953632529838381,0.8107395861466845,0.905242179125195,0.7921349922567594,0.7162381004607494,0.8528648713067262
4f_2_3_5_6,exhaustive_4f,4,"2,3,5,6",5449db395c98788f75d1c9169835e8deeff5c25cc7da68199a488f9e66217a64,4e9ba38be773530116ff8b1598997555fbeacc91f43f1a2be404c31459e18b7a,27,993,0.6546450277165289,0.6210296997082069,0.7507526909751717,0.8956872201969621,0.8095743525446664,0.9034914785044663,0.7922963726538383,0.7150764808399519,0.8514315974924428
4f_2_3_5_7,exhaustive_4f,4,"2,3,5,7",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
4f_2_3_6_7,exhaustive_4f,4,"2,3,6,7",251c96b23223b2e4ddef7f4ab85592663a1c27fcd6d62b1a5d1ef5625ed01f71,2073469055e486de2f8af10a41fae09cdded01a8f4dd2d8a68eb4d84d8f6baed,27,993,0.6578228150907146,0.6292706980922591,0.7586512416483552,0.8953382711927913,0.8108148021461277,0.9055521213597609,0.7916081954341583,0.7154640975248167,0.8530363196026614
4f_2_4_5_6,exhaustive_4f,4,"2,4,5,6",5449db395c98788f75d1c9169835e8deeff5c25cc7da68199a488f9e66217a64,4e9ba38be773530116ff8b1598997555fbeacc91f43f1a2be404c31459e18b7a,27,993,0.6546450277165289,0.6210296997082069,0.7507526909751717,0.8956872201969621,0.8095743525446664,0.9034914785044663,0.7922963726538383,0.7150764808399519,0.8514315974924428
4f_2_4_5_7,exhaustive_4f,4,"2,4,5,7",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
4f_2_4_6_7,exhaustive_4f,4,"2,4,6,7",b8b42390ad658a4e8c52cf8c64d4156a5244974a78a09c35773489ffacc5db4e,4a7f3b1f8537a4931edb762098026a07520062001c11b3f52a8c773a75b637ce,27,993,0.6558604985080103,0.6222792727958709,0.7492702321849788,0.8957495116148074,0.8095104359737566,0.9035283416630281,0.7929196421886069,0.7157883145001875,0.8512420404940904
4f_2_5_6_7,exhaustive_4f,4,"2,5,6,7",70843a30a69a606429c7501bcdc734becdf8d909b206f5ef421c651fb75f66e5,358256fc3791ffc975aa260f0f4dfd7cc25474c3976410fc60aea54abeaae238,27,993,0.6552076156208889,0.6227523525936505,0.7524753438606153,0.895664049873638,0.8094104271409177,0.9034922647257125,0.792086328883939,0.7151432971176126,0.8506235220208559
4f_3_4_5_6,exhaustive_4f,4,"3,4,5,6",5449db395c98788f75d1c9169835e8deeff5c25cc7da68199a488f9e66217a64,4e9ba38be773530116ff8b1598997555fbeacc91f43f1a2be404c31459e18b7a,27,993,0.6546450277165289,0.6210296997082069,0.7507526909751717,0.8956872201969621,0.8095743525446664,0.9034914785044663,0.7922963726538383,0.7150764808399519,0.8514315974924428
4f_3_4_5_7,exhaustive_4f,4,"3,4,5,7",201b2335735f185d7c2c1bf7313df4c6f201c4f93888e3198ada6e4cc43128e9,9cf7ed75cd2730e66c01d1e157b3331e943fc38e78e85854d61b139ff57918c7,27,993,0.6570513717143412,0.6275217030752103,0.7572446943421751,0.8952268143012238,0.810360942154444,0.904886232381045,0.7906063950545654,0.7143609205626777,0.8525253786567333
4f_3_4_6_7,exhaustive_4f,4,"3,4,6,7",8178e190c878986ab60533dcb2f17871f6b125943ba9905e572163eb9d2aefd3,25b411a7ecc93c5128004b996636c5c5c825f4d6f97d31a087aa3a92cbc2a862,27,993,0.659641179567307,0.6290806122566239,0.7551219040293977,0.8953632529838381,0.8107395861466845,0.905242179125195,0.7921349922567594,0.7162381004607494,0.8528648713067262
4f_3_5_6_7,exhaustive_4f,4,"3,5,6,7",201b2335735f185d7c2c1bf7313df4c6f201c4f93888e3198ada6e4cc43128e9,9cf7ed75cd2730e66c01d1e157b3331e943fc38e78e85854d61b139ff57918c7,27,993,0.6570513717143412,0.6275217030752103,0.7572446943421751,0.8952268143012238,0.810360942154444,0.904886232381045,0.7906063950545654,0.7143609205626777,0.8525253786567333
4f_4_5_6_7,exhaustive_4f,4,"4,5,6,7",201b2335735f185d7c2c1bf7313df4c6f201c4f93888e3198ada6e4cc43128e9,9cf7ed75cd2730e66c01d1e157b3331e943fc38e78e85854d61b139ff57918c7,27,993,0.6570513717143412,0.6275217030752103,0.7572446943421751,0.8952268143012238,0.810360942154444,0.904886232381045,0.7906063950545654,0.7143609205626777,0.8525253786567333
7f_1_2_3_4_5_6_7,exhaustive_7f,7,"1,2,3,4,5,6,7",93f40ad87602ae68d84c6d1d72e307c27a67cc94d2b508f619f3376df08ae7de,c3311ff6a0bfa0d0344838fdc923b7627ccbe32332a2fb9f17664c2804eca22a,27,993,0.6576139596187013,0.6292443559606539,0.7589673472276187,0.8953434153195664,0.810632483679285,0.9055207788131414,0.7908669649274853,0.7147934068928179,0.8525365103160152
