panel,method,piece,dataset,beat_fmeasure,beat_cemgil,beat_cemgil_max,beat_cemgil_bt_legacy,beat_cmlc,beat_cmlt,beat_amlc,beat_amlt,downbeat_fmeasure,downbeat_cemgil,downbeat_cemgil_max,downbeat_cemgil_bt_legacy,downbeat_cmlc,downbeat_cmlt,downbeat_amlc,downbeat_amlt,beat_diag_count,beat_diag_ibi_lt_140ms,beat_diag_ibi_lt_200ms,beat_diag_log_ibi_jump_p95,downbeat_diag_count,downbeat_diag_ibi_lt_140ms,downbeat_diag_ibi_lt_200ms,downbeat_diag_log_ibi_jump_p95,downbeats_off_beat,source_path
bt_smc_oof,width_only,smc/smc_005/track.npy,smc,0.40816326530612246,0.2867438474002311,0.2867438474002311,0.2867438474002311,0.5384615384615384,0.7692307692307693,0.5384615384615384,0.7692307692307693,,,,,,,,,30.0,0.0,0.0,0.3876516732268897,15.0,0.0,0.0,0.6814094794053126,0.0,/media/mengh/SharedData/zhanh/auto_structbeat/caches/8fold/beat_this_fold0_val/smc__smc_005__track.npy.npz
bt_smc_oof,width_only,smc/smc_011/track.npy,smc,0.6915887850467289,0.595750950556677,0.595750950556677,0.595750950556677,0.16071428571428573,0.5714285714285714,0.16071428571428573,0.5714285714285714,,,,,,,,,63.0,0.0,0.0,0.182321556793957,24.0,0.0,0.0,0.2282594365769812,0.0,/media/mengh/SharedData/zhanh/auto_structbeat/caches/8fold/beat_this_fold0_val/smc__smc_011__track.npy.npz
bt_smc_oof,width_only,smc/smc_022/track.npy,smc,0.9230769230769231,0.7632031713864684,0.7632031713864684,0.7632031713864684,0.5,0.85,0.5,0.85,,,,,,,,,44.0,0.0,0.0,0.3666820883111592,21.0,0.0,0.0,0.3931128366092948,0.0,/media/mengh/SharedData/zhanh/auto_structbeat/caches/8fold/beat_this_fold0_val/smc__smc_022__track.npy.npz
bt_smc_oof,width_only,smc/smc_042/track.npy,smc,0.8333333333333334,0.5814106112095515,0.5814106112095515,0.5814106112095515,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,,,,,,,,,41.0,0.0,0.0,0.08906943155611072,21.0,0.0,0.0,0.17690535364079774,0.0,/media/mengh/SharedData/zhanh/auto_structbeat/caches/8fold/beat_this_fold0_val/smc__smc_042__track.npy.npz
bt_smc_oof,width_only,smc/smc_044/track.npy,smc,0.7749999999999999,0.49970515573733093,0.49970515573733093,0.49970515573733093,0.4883720930232558,0.6744186046511628,0.4883720930232558,0.6744186046511628,,,,,,,,,40.0,0.0,0.0,0.4904234553944229,19.0,0.0,0.0,1.0830567175840724,0.0,/media/mengh/SharedData/zhanh/auto_structbeat/caches/8fold/beat_this_fold0_val/smc__smc_044__track.npy.npz
bt_smc_oof,width_only,smc/smc_054/track.npy,smc,0.9444444444444445,0.7348213788813194,0.7348213788813194,0.7348213788813194,0.9459459459459459,0.9459459459459459,0.9459459459459459,0.9459459459459459,,,,,,,,,42.0,0.0,0.0,0.08176320991051149,10.0,0.0,0.0,0.046484512313876694,0.0,/media/mengh/SharedData/zhanh/auto_structbeat/caches/8fold/beat_this_fold0_val/smc__smc_054__track.npy.npz
bt_smc_oof,width_only,smc/smc_055/track.npy,smc,0.5806451612903226,0.3783170283430918,0.4879832901031327,0.43315015922311223,0.02564102564102564,0.05128205128205128,0.6956521739130435,0.6956521739130435,,,,,,,,,26.0,0.0,0.0,0.1800549457588594,12.0,0.0,0.0,0.3530625720111791,0.0,/media/mengh/SharedData/zhanh/auto_structbeat/caches/8fold/beat_this_fold0_val/smc__smc_055__track.npy.npz
bt_smc_oof,width_only,smc/smc_067/track.npy,smc,0.8712871287128714,0.5798658681651039,0.5798658681651039,0.5798658681651039,0.45098039215686275,0.9411764705882353,0.45098039215686275,0.9411764705882353,,,,,,,,,58.0,0.0,0.0,0.08961215868968589,15.0,0.0,0.0,0.05564739050972366,0.0,/media/mengh/SharedData/zhanh/auto_structbeat/caches/8fold/beat_this_fold0_val/smc__smc_067__track.npy.npz
bt_smc_oof,width_only,smc/smc_088/track.npy,smc,0.5,0.362531583975402,0.362531583975402,0.362531583975402,0.23684210526315788,0.5526315789473685,0.23684210526315788,0.5526315789473685,,,,,,,,,43.0,0.0,0.0,1.037987666851676,22.0,0.0,0.0,0.43746799935269715,0.0,/media/mengh/SharedData/zhanh/auto_structbeat/caches/8fold/beat_this_fold0_val/smc__smc_088__track.npy.npz
bt_smc_oof,width_only,smc/smc_099/track.npy,smc,0.5454545454545454,0.3933337019383853,0.3933337019383853,0.3933337019383853,0.45454545454545453,0.9090909090909091,0.45454545454545453,0.9090909090909091,,,,,,,,,38.0,0.0,0.0,0.097367804588454,18.0,0.0,0.0,0.08756938214516208,0.0,/media/mengh/SharedData/zhanh/auto_structbeat/caches/8fold/beat_this_fold0_val/smc__smc_099__track.npy.npz
